op_type,input_shapes,runs_seen,total_count,min_us,avg_us,median_us,max_us
MoeTokenPermute,"2153,1;2153",1,1,32.46,32.46,32.46,32.46
MoeTokenPermute,"2123,1;2123",1,1,32.44,32.44,32.44,32.44
MoeTokenPermute,"2230,1;2230",1,1,32.18,32.18,32.18,32.18
MoeTokenPermute,"3192,1;3192",1,1,32.18,32.18,32.18,32.18
MoeTokenPermute,"2145,6144;2145",1,1,32.18,32.18,32.18,32.18
MoeTokenPermute,"2174,1;2174",1,1,32.02,32.02,32.02,32.02
MoeTokenPermute,"2160,1;2160",1,1,31.88,31.88,31.88,31.88
MoeTokenPermute,"2144,1;2144",1,1,31.62,31.62,31.62,31.62
MoeTokenPermute,"1905,1;1905",1,1,31.42,31.42,31.42,31.42
MoeTokenPermute,"2508,1;2508",1,1,31.38,31.38,31.38,31.38
MoeTokenPermute,"2117,1;2117",1,1,31.32,31.32,31.32,31.32
MoeTokenPermute,"2136,1;2136",1,1,31.06,31.06,31.06,31.06
MoeTokenPermute,"1910,1;1910",1,1,30.76,30.76,30.76,30.76
MoeTokenPermute,"2145,1;2145",1,1,30.44,30.44,30.44,30.44
MoeTokenPermute,"2142,1;2142",1,1,30.34,30.34,30.34,30.34
MoeTokenPermute,"1730,1;1730",1,1,30.02,30.02,30.02,30.02
MoeTokenPermute,"2461,1;2461",1,1,30.02,30.02,30.02,30.02
MoeTokenPermute,"2412,1;2412",1,1,29.90,29.90,29.90,29.90
MoeTokenPermute,"1712,1;1712",1,1,29.80,29.80,29.80,29.80
MoeTokenPermute,"2409,1;2409",1,1,29.54,29.54,29.54,29.54
MoeTokenPermute,"2312,1;2312",1,1,29.40,29.40,29.40,29.40
MoeTokenPermute,"2182,1;2182",1,1,29.20,29.20,29.20,29.20
MoeTokenPermute,"1806,1;1806",1,1,29.20,29.20,29.20,29.20
MoeTokenPermute,"1888,1;1888",1,1,29.14,29.14,29.14,29.14
MoeTokenPermute,"2124,1;2124",1,1,29.10,29.10,29.10,29.10
MoeTokenPermute,"1714,1;1714",1,1,29.08,29.08,29.08,29.08
MoeTokenPermute,"2468,1;2468",1,1,29.06,29.06,29.06,29.06
MoeTokenPermute,"2272,1;2272",1,1,29.06,29.06,29.06,29.06
MoeTokenPermute,"1785,1;1785",1,1,28.98,28.98,28.98,28.98
MoeTokenPermute,"2016,1;2016",1,1,28.94,28.94,28.94,28.94
MoeTokenPermute,"1977,1;1977",1,1,28.86,28.86,28.86,28.86
MoeTokenPermute,"2125,1;2125",1,1,28.86,28.86,28.86,28.86
MoeTokenPermute,"2215,1;2215",1,1,28.80,28.80,28.80,28.80
MoeTokenPermute,"1764,1;1764",1,1,28.76,28.76,28.76,28.76
MoeTokenPermute,"1860,1;1860",1,1,28.32,28.32,28.32,28.32
MoeTokenPermute,"2095,1;2095",1,1,28.06,28.06,28.06,28.06
MoeTokenPermute,"1858,1;1858",1,1,27.94,27.94,27.94,27.94
MoeTokenPermute,"2074,1;2074",1,1,27.90,27.90,27.90,27.90
MoeTokenPermute,"2084,1;2084",1,1,27.90,27.90,27.90,27.90
MoeTokenPermute,"1868,1;1868",1,1,27.88,27.88,27.88,27.88
MoeTokenPermute,"2020,1;2020",1,1,27.88,27.88,27.88,27.88
MoeTokenPermute,"2161,1;2161",1,1,27.78,27.78,27.78,27.78
MoeTokenPermute,"2006,1;2006",1,1,27.36,27.36,27.36,27.36
MoeTokenPermute,"2091,1;2091",1,1,27.24,27.24,27.24,27.24
MoeTokenPermute,"1584,1;1584",1,1,27.18,27.18,27.18,27.18
MoeTokenPermute,"2302,1;2302",1,1,27.06,27.06,27.06,27.06
MoeTokenPermute,"704,6144;704",1,1,26.56,26.56,26.56,26.56
MoeTokenPermute,"757,6144;757",1,1,26.12,26.12,26.12,26.12
MoeTokenPermute,"1866,1;1866",1,1,26.00,26.00,26.00,26.00
MoeTokenPermute,"757,1;757",1,1,24.14,24.14,24.14,24.14
MoeTokenPermute,"704,1;704",1,1,23.94,23.94,23.94,23.94
MoeTokenUnpermute,"2048,6144;2048;256,8",6,72,22.72,26.76,24.04,35.38
MoeTokenUnpermute,"912,6144;912;114,8",2,4,18.06,18.85,18.87,19.60
MoeTokenUnpermute,"2135,6144;2135;",2,2,27.06,29.42,29.42,31.78
MoeTokenUnpermute,"2201,6144;2201;",1,2,26.46,26.74,26.74,27.02
MoeTokenUnpermute,"3524,6144;3524;",1,1,51.76,51.76,51.76,51.76
MoeTokenUnpermute,"2136,6144;2136;",1,1,38.54,38.54,38.54,38.54
MoeTokenUnpermute,"2117,6144;2117;",1,1,37.58,37.58,37.58,37.58
MoeTokenUnpermute,"2312,6144;2312;",1,1,35.94,35.94,35.94,35.94
MoeTokenUnpermute,"2124,6144;2124;",1,1,35.62,35.62,35.62,35.62
MoeTokenUnpermute,"1868,6144;1868;",1,1,35.26,35.26,35.26,35.26
MoeTokenUnpermute,"3255,6144;3255;",1,1,34.92,34.92,34.92,34.92
MoeTokenUnpermute,"3440,6144;3440;",1,1,34.50,34.50,34.50,34.50
MoeTokenUnpermute,"2022,6144;2022;",1,1,33.86,33.86,33.86,33.86
MoeTokenUnpermute,"3586,6144;3586;",1,1,33.80,33.80,33.80,33.80
MoeTokenUnpermute,"3640,6144;3640;",1,1,33.76,33.76,33.76,33.76
MoeTokenUnpermute,"2214,6144;2214;",1,1,33.64,33.64,33.64,33.64
MoeTokenUnpermute,"3148,6144;3148;",1,1,32.68,32.68,32.68,32.68
MoeTokenUnpermute,"3607,6144;3607;",1,1,32.36,32.36,32.36,32.36
MoeTokenUnpermute,"3126,6144;3126;",1,1,32.22,32.22,32.22,32.22
MoeTokenUnpermute,"3552,6144;3552;",1,1,32.04,32.04,32.04,32.04
MoeTokenUnpermute,"3553,6144;3553;",1,1,31.68,31.68,31.68,31.68
MoeTokenUnpermute,"2084,6144;2084;",1,1,31.62,31.62,31.62,31.62
MoeTokenUnpermute,"3247,6144;3247;",1,1,31.26,31.26,31.26,31.26
MoeTokenUnpermute,"2621,6144;2621;",1,1,31.16,31.16,31.16,31.16
MoeTokenUnpermute,"2142,6144;2142;",1,1,30.64,30.64,30.64,30.64
MoeTokenUnpermute,"3192,6144;3192;",1,1,30.58,30.58,30.58,30.58
MoeTokenUnpermute,"2238,6144;2238;",1,1,30.54,30.54,30.54,30.54
MoeTokenUnpermute,"2299,6144;2299;",1,1,30.42,30.42,30.42,30.42
MoeTokenUnpermute,"2153,6144;2153;",1,1,30.40,30.40,30.40,30.40
MoeTokenUnpermute,"2508,6144;2508;",1,1,29.80,29.80,29.80,29.80
MoeTokenUnpermute,"2461,6144;2461;",1,1,28.98,28.98,28.98,28.98
MoeTokenUnpermute,"2256,6144;2256;",1,1,28.82,28.82,28.82,28.82
MoeTokenUnpermute,"1910,6144;1910;",1,1,28.52,28.52,28.52,28.52
MoeTokenUnpermute,"2097,6144;2097;",1,1,28.40,28.40,28.40,28.40
MoeTokenUnpermute,"2174,6144;2174;",1,1,28.18,28.18,28.18,28.18
MoeTokenUnpermute,"2200,6144;2200;",1,1,27.86,27.86,27.86,27.86
MoeTokenUnpermute,"2379,6144;2379;",1,1,27.76,27.76,27.76,27.76
MoeTokenUnpermute,"1712,6144;1712;",1,1,27.68,27.68,27.68,27.68
MoeTokenUnpermute,"2160,6144;2160;",1,1,27.64,27.64,27.64,27.64
MoeTokenUnpermute,"2144,6144;2144;",1,1,27.64,27.64,27.64,27.64
MoeTokenUnpermute,"1904,6144;1904;",1,1,27.50,27.50,27.50,27.50
MoeTokenUnpermute,"2302,6144;2302;",1,1,27.50,27.50,27.50,27.50
MoeTokenUnpermute,"2069,6144;2069;",1,1,27.36,27.36,27.36,27.36
MoeTokenUnpermute,"2565,6144;2565;",1,1,27.34,27.34,27.34,27.34
MoeTokenUnpermute,"2123,6144;2123;",1,1,27.22,27.22,27.22,27.22
MoeTokenUnpermute,"1905,6144;1905;",1,1,26.98,26.98,26.98,26.98
MoeTokenUnpermute,"1806,6144;1806;",1,1,26.88,26.88,26.88,26.88
MoeTokenUnpermute,"2409,6144;2409;",1,1,26.84,26.84,26.84,26.84
MoeTokenUnpermute,"2468,6144;2468;",1,1,26.70,26.70,26.70,26.70
MoeTokenUnpermute,"2230,6144;2230;",1,1,26.66,26.66,26.66,26.66
MoeTokenUnpermute,"1876,6144;1876;",1,1,26.52,26.52,26.52,26.52
MoeTokenUnpermute,"2412,6144;2412;",1,1,26.48,26.48,26.48,26.48
MoeTokenUnpermute,"1860,6144;1860;",1,1,26.42,26.42,26.42,26.42
MoeTokenUnpermute,"1714,6144;1714;",1,1,26.32,26.32,26.32,26.32
MoeTokenUnpermute,"2145,6144;2145;",1,1,26.30,26.30,26.30,26.30
MoeTokenUnpermute,"2016,6144;2016;",1,1,26.24,26.24,26.24,26.24
MoeTokenUnpermute,"1764,6144;1764;",1,1,26.22,26.22,26.22,26.22
MoeTokenUnpermute,"2215,6144;2215;",1,1,26.12,26.12,26.12,26.12
MoeTokenUnpermute,"2125,6144;2125;",1,1,25.78,25.78,25.78,25.78
MoeTokenUnpermute,"2095,6144;2095;",1,1,25.78,25.78,25.78,25.78
MoeTokenUnpermute,"1858,6144;1858;",1,1,25.62,25.62,25.62,25.62
MoeTokenUnpermute,"2006,6144;2006;",1,1,25.48,25.48,25.48,25.48
MoeTokenUnpermute,"2272,6144;2272;",1,1,25.38,25.38,25.38,25.38
MoeTokenUnpermute,"2182,6144;2182;",1,1,25.28,25.28,25.28,25.28
MoeTokenUnpermute,"2091,6144;2091;",1,1,25.12,25.12,25.12,25.12
MoeTokenUnpermute,"1584,6144;1584;",1,1,24.90,24.90,24.90,24.90
MoeTokenUnpermute,"2161,6144;2161;",1,1,24.64,24.64,24.64,24.64
MoeTokenUnpermute,"1785,6144;1785;",1,1,24.46,24.46,24.46,24.46
MoeTokenUnpermute,"1866,6144;1866;",1,1,24.42,24.42,24.42,24.42
MoeTokenUnpermute,"1977,6144;1977;",1,1,24.26,24.26,24.26,24.26
MoeTokenUnpermute,"1888,6144;1888;",1,1,23.84,23.84,23.84,23.84
MoeTokenUnpermute,"2074,6144;2074;",1,1,23.78,23.78,23.78,23.78
MoeTokenUnpermute,"1730,6144;1730;",1,1,23.54,23.54,23.54,23.54
MoeTokenUnpermute,"2020,6144;2020;",1,1,23.32,23.32,23.32,23.32
MoeTokenUnpermute,"757,6144;757;",1,1,20.48,20.48,20.48,20.48
MoeTokenUnpermute,"704,6144;704;",1,1,18.84,18.84,18.84,18.84
Mul,3;,4,265,1.36,1.87,1.88,2.38
Mul,"1,154880;",7,240,6.32,9.63,7.67,290.01
Mul,3;3,3,218,1.88,2.20,2.18,2.76
Mul,1;,7,131,1.46,1.67,1.64,2.04
Mul,4096;4096,6,108,5.96,6.26,6.20,10.82
Mul,4096;,6,108,5.78,6.07,6.00,11.02
Mul,6;,3,95,1.50,1.88,1.86,2.38
Mul,"3,154880;",2,94,7.26,9.57,8.26,57.12
Mul,9;9,2,94,1.86,2.12,2.13,2.44
Mul,9;,2,94,1.70,1.89,1.85,2.46
Mul,"2,154880;",2,92,7.22,8.66,7.87,14.66
Mul,6;6,2,92,1.86,2.12,2.08,2.54
Mul,2;,2,46,1.40,1.58,1.54,1.82
Mul,"8,154880;",1,38,8.52,12.39,10.58,69.30
Mul,24;24,1,38,1.92,2.16,2.13,2.58
Mul,24;,1,38,1.88,2.07,2.01,2.60
Mul,8;,1,19,1.50,1.65,1.64,1.80
Mul,"5,154880;",3,7,7.88,9.61,8.44,13.38
Mul,1824;1824,2,6,5.30,5.48,5.54,5.60
Mul,1824;,2,6,5.26,5.38,5.37,5.56
Mul,"6,154880;",2,5,8.18,20.47,9.00,66.34
Mul,5;,3,5,1.42,1.57,1.58,1.76
Mul,"7,154880;",1,4,8.32,8.91,8.65,10.02
Mul,18;18,1,4,2.04,2.31,2.37,2.48
Mul,21;21,1,4,2.26,2.34,2.31,2.50
Mul,15;15,1,4,2.06,2.12,2.13,2.16
Mul,21;,1,4,1.96,2.12,2.07,2.40
Mul,18;,1,4,1.88,2.09,2.06,2.38
Mul,15;,1,4,1.76,1.90,1.83,2.16
Mul,"4,154880;",2,3,8.06,12.78,9.36,20.92
Mul,12;12,1,2,2.02,2.30,2.30,2.58
Mul,12;,1,2,1.74,1.80,1.80,1.86
Mul,4;,2,2,1.42,1.74,1.74,2.06
Mul,7;,1,2,1.40,1.46,1.46,1.52
MulAiCore,3;3,3,109,2.00,2.34,2.32,2.94
MulAiCore,3;,3,109,1.66,2.04,2.08,2.46
MulAiCore,9;9,2,47,1.88,2.12,2.08,3.40
MulAiCore,9;,2,47,1.68,1.86,1.76,3.34
MulAiCore,6;6,2,46,1.96,2.33,2.32,2.78
MulAiCore,6;,2,46,1.64,2.09,2.12,2.38
MulAiCore,27;27,1,19,2.04,2.27,2.24,2.68
MulAiCore,27;,1,19,1.88,2.12,2.06,2.52
MulAiCore,21;21,1,4,2.30,2.48,2.45,2.70
MulAiCore,21;,1,4,2.24,2.31,2.29,2.42
MulAiCore,15;15,1,2,2.18,2.25,2.25,2.32
MulAiCore,15;,1,2,1.78,2.05,2.05,2.32
MulAiCore,12;12,1,1,2.46,2.46,2.46,2.46
MulAiCore,12;,1,1,2.24,2.24,2.24,2.24
Muls,"256,6144",6,2772,7.78,8.94,8.92,21.18
Muls,"114,6144",2,154,7.74,8.53,8.69,9.92
Neg,"1,154880",7,240,6.26,55.24,9.54,2756.38
Neg,"3,154880",2,94,8.18,25.14,10.02,993.12
Neg,"2,154880",2,92,7.44,14.71,8.86,200.27
Neg,"8,154880",1,38,10.46,14.58,12.56,46.06
Neg,"5,154880",3,7,10.98,283.08,13.38,992.26
Neg,"6,154880",2,5,8.80,138.86,10.12,655.97
Neg,"7,154880",1,4,10.32,14.32,10.57,25.84
Neg,"4,154880",2,3,10.82,366.63,12.02,1077.06
NotEqual,1;,7,131,2.24,2.68,2.64,3.20
NotEqual,"1,3;",3,109,1.68,1.87,1.84,2.24
NotEqual,3;,2,47,2.48,2.72,2.68,3.14
NotEqual,"3,3;",2,47,1.70,1.86,1.84,2.12
NotEqual,2;,2,46,2.42,2.85,2.84,3.34
NotEqual,"2,3;",2,46,1.74,1.88,1.86,2.14
NotEqual,"1,1;",4,22,1.62,1.86,1.87,2.12
NotEqual,8;,1,19,2.48,2.62,2.60,2.80
NotEqual,"8,3;",1,19,1.76,1.89,1.86,2.16
NotEqual,5;,3,5,2.56,2.78,2.66,3.26
NotEqual,6;,2,3,2.60,2.81,2.86,2.98
NotEqual,"5,1;",2,3,1.70,1.85,1.88,1.98
NotEqual,7;,1,2,2.68,2.78,2.78,2.88
NotEqual,4;,2,2,2.60,2.65,2.65,2.70
NotEqual,"5,3;",1,2,1.72,2.04,2.04,2.36
NotEqual,"6,3;",1,2,1.90,2.01,2.01,2.12
NotEqual,"7,3;",1,2,1.76,1.78,1.78,1.80
NotEqual,"6,1;",1,1,1.98,1.98,1.98,1.98
NotEqual,"4,1;",1,1,1.84,1.84,1.84,1.84
NotEqual,"4,3;",1,1,1.74,1.74,1.74,1.74
OneSideCommAicpuInit,N/A,5,13,16.96,24.53,25.46,33.26
PadV3,"3,6144;4;",3,8285,14.96,18.15,17.58,42.48
PadV3,"3,256;4;",3,8285,2.30,2.63,2.60,4.76
PadV3,"9,6144;4;",2,3572,15.78,19.59,19.44,27.56
PadV3,"9,256;4;",2,3572,13.68,18.75,18.82,22.34
PadV3,"6,256;4;",2,3496,13.50,17.95,18.02,21.50
PadV3,"6,6144;4;",2,3496,15.30,18.03,17.60,29.80
PadV3,"27,6144;4;",1,1406,18.68,22.65,22.51,31.74
PadV3,"27,256;4;",1,1406,12.98,17.62,17.74,20.16
PadV3,"21,6144;4;",1,300,15.74,21.48,21.37,30.44
PadV3,"21,256;4;",1,300,13.54,19.95,20.13,24.04
PadV3,"15,6144;4;",1,152,15.76,21.62,21.33,30.32
PadV3,"15,256;4;",1,152,13.42,20.19,20.34,23.28
PadV3,"18,6144;4;",1,4,16.10,16.92,17.03,17.52
PadV3,"18,256;4;",1,4,13.82,15.09,15.35,15.82
PadV3AiCore,N/A,5,454,5.38,10.41,10.68,16.04
PadV3AiCore,"3,6144;4;",3,109,17.66,20.29,20.20,34.28
PadV3AiCore,"3,256;4;",3,109,2.62,2.94,2.82,5.18
PadV3AiCore,"9,6144;4;",2,47,20.30,22.63,22.66,23.92
PadV3AiCore,"9,256;4;",2,47,18.00,20.82,21.00,22.40
PadV3AiCore,"6,6144;4;",2,46,20.60,21.64,21.69,22.66
PadV3AiCore,"6,256;4;",2,46,18.86,21.04,21.26,22.52
PadV3AiCore,"27,6144;4;",1,19,21.86,22.87,22.96,23.62
PadV3AiCore,"27,256;4;",1,19,18.00,19.68,19.76,20.82
PadV3AiCore,"21,256;4;",1,4,19.70,21.63,22.19,22.44
PadV3AiCore,"21,6144;4;",1,4,20.72,21.17,21.11,21.74
PadV3AiCore,"15,6144;4;",1,2,19.88,20.01,20.01,20.14
PadV3AiCore,"15,256;4;",1,2,17.80,19.44,19.44,21.08
QuantBatchMatmulV3,"3,2048;128,128,16,32;4096;4096",3,8720,18.60,20.15,20.10,28.48
QuantBatchMatmulV3,"3,6144;32,384,16,32;1024;3",3,8394,15.80,32.46,27.66,3650.43
QuantBatchMatmulV3,"3,512;192,32,16,32;6144;3",3,8393,12.60,5965.46,272.22,47757630.39
QuantBatchMatmulV3,"3,4096;192,256,16,32;6144;6144",2,8000,28.62,31.74,31.60,38.34
QuantBatchMatmulV3,"9,2048;128,128,16,32;4096;4096",2,3760,17.82,19.93,19.90,28.16
QuantBatchMatmulV3,"6,2048;128,128,16,32;4096;4096",2,3680,18.14,19.87,19.76,27.24
QuantBatchMatmulV3,"9,6144;32,384,16,32;1024;9",2,3619,20.52,39.71,28.44,6081.42
QuantBatchMatmulV3,"9,512;192,32,16,32;6144;9",2,3619,16.20,23.31,20.08,346.25
QuantBatchMatmulV3,"6,6144;32,384,16,32;1024;6",2,3542,20.62,40.35,26.80,5356.17
QuantBatchMatmulV3,"6,512;192,32,16,32;6144;6",2,3542,16.62,29.96,19.86,495.22
QuantBatchMatmulV3,"9,4096;192,256,16,32;6144;6144",1,3520,29.14,32.01,31.79,39.62
QuantBatchMatmulV3,"6,4096;192,256,16,32;6144;6144",1,3520,29.32,31.81,31.36,40.42
QuantBatchMatmulV3,"256,6144;128,384,16,32;4096;256",6,2772,51.62,2844.87,2454.05,22557.27
QuantBatchMatmulV3,"256,2048;192,128,16,32;6144;256",6,2772,30.94,38.95,37.60,258.28
QuantBatchMatmulV3,"4096,1024;192,64,16,32;6144;6144",6,2080,136.14,141.36,141.24,184.26
QuantBatchMatmulV3,"256,2048;512,128,16,32;16384;16384",6,2080,52.24,85.84,85.72,114.16
QuantBatchMatmulV3,"256,6144;82,384,16,32;2624;2624",6,2080,32.24,34.81,34.70,39.98
QuantBatchMatmulV3,"256,2048;128,128,16,32;4096;4096",6,2080,25.54,34.22,34.43,43.94
QuantBatchMatmulV3,"27,4096;192,256,16,32;6144",1,1482,30.34,32.97,32.84,40.10
QuantBatchMatmulV3,"27,2048;128,128,16,32;4096;4096",1,1482,19.04,20.81,20.82,23.40
QuantBatchMatmulV3,"27,512;192,32,16,32;6144;27",1,1425,22.34,291.72,293.13,417.60
QuantBatchMatmulV3,"27,6144;32,384,16,32;1024;27",1,1425,22.68,31.30,31.24,40.08
QuantBatchMatmulV3,"3,4096;192,256,16,32;6144",1,720,29.16,31.95,31.76,39.30
QuantBatchMatmulV3,"3,6144;192,384,16,32;6144;3",3,327,38.26,40.02,39.92,47.04
QuantBatchMatmulV3,"3,3072;192,192,16,32;6144;3",3,327,23.58,26.23,26.34,31.46
QuantBatchMatmulV3,"21,4096;192,256,16,32;6144",1,316,30.12,32.60,32.48,39.74
QuantBatchMatmulV3,"21,2048;128,128,16,32;4096;4096",1,316,18.92,20.51,20.48,22.24
QuantBatchMatmulV3,"21,512;192,32,16,32;6144;21",1,304,17.40,283.01,301.17,332.57
QuantBatchMatmulV3,"21,6144;32,384,16,32;1024;21",1,304,25.20,39.02,29.44,2802.07
QuantBatchMatmulV3,"9,4096;192,256,16,32;6144",1,240,29.78,33.03,32.55,38.94
QuantBatchMatmulV3,"15,4096;192,256,16,32;6144",1,160,30.02,33.49,33.22,39.12
QuantBatchMatmulV3,"6,4096;192,256,16,32;6144",1,160,29.56,31.66,31.51,37.06
QuantBatchMatmulV3,"15,2048;128,128,16,32;4096;4096",1,160,19.50,20.84,20.88,22.32
QuantBatchMatmulV3,"114,6144;128,384,16,32;4096;114",2,154,31.64,2543.16,1539.19,12984.12
QuantBatchMatmulV3,"15,512;192,32,16,32;6144;15",1,154,17.60,203.72,293.00,384.38
QuantBatchMatmulV3,"15,6144;32,384,16,32;1024;15",1,154,25.78,68.73,29.94,3000.06
QuantBatchMatmulV3,"114,2048;192,128,16,32;6144;114",2,154,23.10,26.00,25.84,31.24
QuantBatchMatmulV3,"9,6144;192,384,16,32;6144;9",2,141,38.90,41.03,41.02,47.34
QuantBatchMatmulV3,"9,3072;192,192,16,32;6144;9",2,141,24.28,25.43,25.42,28.96
QuantBatchMatmulV3,"6,6144;192,384,16,32;6144;6",2,138,38.94,41.38,41.44,46.40
QuantBatchMatmulV3,"6,3072;192,192,16,32;6144;6",2,138,24.30,25.97,26.12,27.56
QuantBatchMatmulV3,"4096,768;192,48,16,32;6144;4096",6,108,137.68,148.61,148.05,166.14
QuantBatchMatmulV3,"4096,6144;48,384,16,32;1536;4096",6,108,142.46,149.30,147.41,181.06
QuantBatchMatmulV3,"1824,1024;192,64,16,32;6144;6144",1,80,72.74,75.62,75.39,80.16
QuantBatchMatmulV3,"114,2048;512,128,16,32;16384;16384",1,80,43.32,48.88,48.85,54.12
QuantBatchMatmulV3,"12,4096;192,256,16,32;6144",1,80,30.14,32.59,32.19,38.60
QuantBatchMatmulV3,"114,6144;82,384,16,32;2624;2624",1,80,28.14,29.62,29.47,31.98
QuantBatchMatmulV3,"114,2048;128,128,16,32;4096;4096",1,80,20.08,21.34,21.20,26.92
QuantBatchMatmulV3,"12,2048;128,128,16,32;4096;4096",1,80,18.62,20.61,20.67,22.52
QuantBatchMatmulV3,"12,6144;32,384,16,32;1024;12",1,77,19.32,358.54,356.51,1988.48
QuantBatchMatmulV3,"12,512;192,32,16,32;6144;12",1,77,12.92,15.21,14.98,20.26
QuantBatchMatmulV3,"27,6144;192,384,16,32;6144;27",1,57,39.36,42.67,42.64,47.86
QuantBatchMatmulV3,"27,3072;192,192,16,32;6144;27",1,57,25.50,27.44,27.06,33.86
QuantBatchMatmulV3,"24,6144;32,384,16,32;1024;24",1,38,56.78,1130.38,152.13,2912.92
QuantBatchMatmulV3,"24,4096;192,256,16,32;6144",1,38,30.72,31.38,31.41,32.36
QuantBatchMatmulV3,"24,2048;128,128,16,32;4096;4096",1,38,20.06,20.49,20.41,21.44
QuantBatchMatmulV3,"24,512;192,32,16,32;6144;24",1,38,16.40,17.35,17.25,18.24
QuantBatchMatmulV3,"21,6144;192,384,16,32;6144;21",1,12,41.08,42.27,41.79,44.74
QuantBatchMatmulV3,"21,3072;192,192,16,32;6144;21",1,12,23.40,24.77,24.93,27.42
QuantBatchMatmulV3,"1824,768;192,48,16,32;6144;1824",2,6,84.94,90.68,90.85,95.80
QuantBatchMatmulV3,"1824,6144;48,384,16,32;1536;1824",2,6,79.66,83.51,82.81,88.34
QuantBatchMatmulV3,"15,6144;192,384,16,32;6144;15",1,6,38.12,42.99,42.88,46.06
QuantBatchMatmulV3,"15,3072;192,192,16,32;6144;15",1,6,23.04,24.34,24.18,25.70
QuantBatchMatmulV3,"18,6144;32,384,16,32;1024;18",1,4,57.50,796.09,154.06,2818.75
QuantBatchMatmulV3,"18,4096;192,256,16,32;6144",1,4,30.32,31.04,31.16,31.52
QuantBatchMatmulV3,"18,2048;128,128,16,32;4096;4096",1,4,19.64,20.38,20.35,21.16
QuantBatchMatmulV3,"18,512;192,32,16,32;6144;18",1,4,17.50,17.92,17.82,18.54
QuantBatchMatmulV3,"12,6144;192,384,16,32;6144;12",1,3,43.98,45.19,44.82,46.76
QuantBatchMatmulV3,"12,3072;192,192,16,32;6144;12",1,3,25.82,26.71,25.94,28.38
RealDiv,"2,154880;2,1",4,155,11.94,13.32,13.40,18.08
RealDiv,"1,154880;1,154880",7,131,7.72,9.01,8.62,16.54
RealDiv,"1,154880;1,1",7,131,7.14,8.16,8.18,8.90
RealDiv,"6,154880;6,1",3,50,14.20,15.13,14.93,17.62
RealDiv,"4,154880;4,1",3,48,13.56,14.39,14.30,17.10
RealDiv,"3,154880;3,1",2,47,12.80,13.40,13.22,15.74
RealDiv,"3,154880;3,154880",2,47,9.20,10.29,10.28,11.60
RealDiv,"2,154880;2,154880",2,46,8.18,8.73,8.73,9.82
RealDiv,"8,154880;8,1",1,20,15.56,16.97,16.82,19.76
RealDiv,"16,154880;16,1",1,19,16.76,17.30,17.30,17.74
RealDiv,"8,154880;8,154880",1,19,10.82,11.27,11.30,11.72
RealDiv,"5,154880;5,1",3,5,14.48,15.30,14.84,16.94
RealDiv,"5,154880;5,154880",3,5,9.58,10.87,10.88,11.82
RealDiv,"6,154880;6,154880",2,3,10.12,10.62,10.50,11.24
RealDiv,"14,154880;14,1",1,2,18.14,18.33,18.33,18.52
RealDiv,"12,154880;12,1",1,2,17.06,17.07,17.07,17.08
RealDiv,"10,154880;10,1",1,2,16.08,16.30,16.30,16.52
RealDiv,"7,154880;7,1",1,2,14.92,15.02,15.02,15.12
RealDiv,"7,154880;7,154880",1,2,10.64,10.82,10.82,11.00
RealDiv,"4,154880;4,154880",2,2,9.68,10.02,10.02,10.36
ReduceSum,"32,8;1",6,228,4.58,8.27,9.19,12.02
ReduceSum,"1,3;1",3,109,3.42,3.76,3.78,4.34
ReduceSum,256;1,6,76,2.92,3.09,3.04,3.66
ReduceSum,"3,3;1",2,47,3.94,4.36,4.38,5.00
ReduceSum,"2,3;1",2,46,3.80,4.09,4.06,4.56
ReduceSum,"1,1;1",4,22,1.48,1.74,1.72,2.06
ReduceSum,"8,3;1",1,19,4.96,5.39,5.32,6.08
ReduceSum,"5,1;1",2,3,1.76,1.85,1.80,2.00
ReduceSum,"6,3;1",1,2,5.10,5.17,5.17,5.24
ReduceSum,"7,3;1",1,2,5.12,5.13,5.13,5.14
ReduceSum,"5,3;1",1,2,4.60,4.71,4.71,4.82
ReduceSum,"4,3;1",1,1,4.78,4.78,4.78,4.78
ReduceSum,"6,1;1",1,1,1.64,1.64,1.64,1.64
ReduceSum,"4,1;1",1,1,1.62,1.62,1.62,1.62
RepeatInterleave,256;256,6,76,14.02,17.10,15.89,22.56
ReshapeAndCacheNdKernel,"4096,1,512;4096,1,64;1678,128,1,512;1678,128,1,64;4096",3,1027,28.44,31.42,31.28,36.68
ReshapeAndCacheNdKernel,"4096,1,512;4096,1,64;1681,128,1,512;1681,128,1,64;4096",2,553,27.88,31.20,31.24,35.36
ReshapeAndCacheNdKernel,"4096,1,512;4096,1,64;1680,128,1,512;1680,128,1,64;4096",1,158,29.06,32.02,32.00,35.10
ReshapeAndCacheNdKernel,"1813,1,512;1813,1,64;1678,128,1,512;1678,128,1,64;1813",1,158,19.36,21.04,20.83,23.90
ReshapeAndCacheNdKernel,"3621,1,512;3621,1,64;1681,128,1,512;1681,128,1,64;3621",1,79,27.42,29.63,29.64,33.60
ReshapeAndCacheNdKernel,"3621,1,512;3621,1,64;1678,128,1,512;1678,128,1,64;3621",1,79,26.98,29.14,29.20,32.30
ReshapeAndCacheNdKernel,"1813,1,512;1813,1,64;1680,128,1,512;1680,128,1,64;1813",1,79,20.24,21.31,21.22,24.68
