family,sub_op,npu_op_type,input_shapes,runs_seen,total_calls,total_ms,min_us,avg_us,median_us
MoE,MoeTokenPermute,MoeTokenPermute,"2214,1;2214",1,1,0.0,33.62,33.62,33.62
MoE,MoeTokenPermute,MoeTokenPermute,"2214,6144;2214",1,1,0.0,40.06,40.06,40.06
MoE,MoeTokenPermute,MoeTokenPermute,"2230,1;2230",1,1,0.0,32.18,32.18,32.18
MoE,MoeTokenPermute,MoeTokenPermute,"2230,6144;2230",1,1,0.0,36.92,36.92,36.92
MoE,MoeTokenPermute,MoeTokenPermute,"2379,1;2379",1,1,0.0,33.40,33.40,33.40
MoE,MoeTokenPermute,MoeTokenPermute,"2379,6144;2379",1,1,0.0,40.42,40.42,40.42
MoE,MoeTokenPermute,MoeTokenPermute,"2461,1;2461",1,1,0.0,30.02,30.02,30.02
MoE,MoeTokenPermute,MoeTokenPermute,"2461,6144;2461",1,1,0.0,36.52,36.52,36.52
MoE,MoeTokenPermute,MoeTokenPermute,"2302,1;2302",1,1,0.0,27.06,27.06,27.06
MoE,MoeTokenPermute,MoeTokenPermute,"2302,6144;2302",1,1,0.0,33.98,33.98,33.98
MoE,MoeTokenPermute,MoeTokenPermute,"2312,1;2312",1,1,0.0,29.40,29.40,29.40
MoE,MoeTokenPermute,MoeTokenPermute,"2312,6144;2312",1,1,0.0,34.22,34.22,34.22
MoE,MoeTokenPermute,MoeTokenPermute,"2409,1;2409",1,1,0.0,29.54,29.54,29.54
MoE,MoeTokenPermute,MoeTokenPermute,"2409,6144;2409",1,1,0.0,34.78,34.78,34.78
MoE,MoeTokenPermute,MoeTokenPermute,"2468,1;2468",1,1,0.0,29.06,29.06,29.06
MoE,MoeTokenPermute,MoeTokenPermute,"2468,6144;2468",1,1,0.0,34.82,34.82,34.82
MoE,MoeTokenPermute,MoeTokenPermute,"1866,1;1866",1,1,0.0,26.00,26.00,26.00
MoE,MoeTokenPermute,MoeTokenPermute,"1866,6144;1866",1,1,0.0,34.20,34.20,34.20
MoE,MoeTokenPermute,MoeTokenPermute,"1888,1;1888",1,1,0.0,29.14,29.14,29.14
MoE,MoeTokenPermute,MoeTokenPermute,"1888,6144;1888",1,1,0.0,34.12,34.12,34.12
MoE,MoeTokenPermute,MoeTokenPermute,"2006,1;2006",1,1,0.0,27.36,27.36,27.36
MoE,MoeTokenPermute,MoeTokenPermute,"2006,6144;2006",1,1,0.0,34.62,34.62,34.62
MoE,MoeTokenPermute,MoeTokenPermute,"2020,1;2020",1,1,0.0,27.88,27.88,27.88
MoE,MoeTokenPermute,MoeTokenPermute,"2020,6144;2020",1,1,0.0,34.56,34.56,34.56
MoE,MoeTokenPermute,MoeTokenPermute,"2074,1;2074",1,1,0.0,27.90,27.90,27.90
MoE,MoeTokenPermute,MoeTokenPermute,"2074,6144;2074",1,1,0.0,32.54,32.54,32.54
MoE,MoeTokenPermute,MoeTokenPermute,"2084,1;2084",1,1,0.0,27.90,27.90,27.90
MoE,MoeTokenPermute,MoeTokenPermute,"2084,6144;2084",1,1,0.0,36.74,36.74,36.74
MoE,MoeTokenPermute,MoeTokenPermute,"2124,1;2124",1,1,0.0,29.10,29.10,29.10
MoE,MoeTokenPermute,MoeTokenPermute,"2124,6144;2124",1,1,0.0,36.08,36.08,36.08
MoE,MoeTokenPermute,MoeTokenPermute,"2215,1;2215",1,1,0.0,28.80,28.80,28.80
MoE,MoeTokenPermute,MoeTokenPermute,"2215,6144;2215",1,1,0.0,33.64,33.64,33.64
MoE,MoeTokenPermute,MoeTokenPermute,"2272,1;2272",1,1,0.0,29.06,29.06,29.06
MoE,MoeTokenPermute,MoeTokenPermute,"2272,6144;2272",1,1,0.0,36.32,36.32,36.32
MoE,MoeTokenPermute,MoeTokenPermute,"2412,1;2412",1,1,0.0,29.90,29.90,29.90
MoE,MoeTokenPermute,MoeTokenPermute,"2412,6144;2412",1,1,0.0,33.72,33.72,33.72
MoE,MoeTokenPermute,MoeTokenPermute,"3192,1;3192",1,1,0.0,32.18,32.18,32.18
MoE,MoeTokenPermute,MoeTokenPermute,"3192,6144;3192",1,1,0.0,39.28,39.28,39.28
MoE,MoeTokenPermute,MoeTokenPermute,"3247,1;3247",1,1,0.0,34.84,34.84,34.84
MoE,MoeTokenPermute,MoeTokenPermute,"3247,6144;3247",1,1,0.0,41.22,41.22,41.22
MoE,MoeTokenPermute,MoeTokenPermute,"704,1;704",1,1,0.0,23.94,23.94,23.94
MoE,MoeTokenPermute,MoeTokenPermute,"704,6144;704",1,1,0.0,26.56,26.56,26.56
MoE,MoeTokenPermute,MoeTokenPermute,"757,1;757",1,1,0.0,24.14,24.14,24.14
MoE,MoeTokenPermute,MoeTokenPermute,"757,6144;757",1,1,0.0,26.12,26.12,26.12
MoE,MoeTokenPermute,MoeTokenPermute,"1977,1;1977",1,1,0.0,28.86,28.86,28.86
MoE,MoeTokenPermute,MoeTokenPermute,"1977,6144;1977",1,1,0.0,33.54,33.54,33.54
MoE,MoeTokenPermute,MoeTokenPermute,"2022,1;2022",1,1,0.0,32.66,32.66,32.66
MoE,MoeTokenPermute,MoeTokenPermute,"2022,6144;2022",1,1,0.0,34.36,34.36,34.36
MoE,MoeTokenPermute,MoeTokenPermute,"2091,1;2091",1,1,0.0,27.24,27.24,27.24
MoE,MoeTokenPermute,MoeTokenPermute,"2091,6144;2091",1,1,0.0,34.92,34.92,34.92
MoE,MoeTokenPermute,MoeTokenPermute,"2095,1;2095",1,1,0.0,28.06,28.06,28.06
MoE,MoeTokenPermute,MoeTokenPermute,"2095,6144;2095",1,1,0.0,36.50,36.50,36.50
MoE,MoeTokenPermute,MoeTokenPermute,"2125,1;2125",1,1,0.0,28.86,28.86,28.86
MoE,MoeTokenPermute,MoeTokenPermute,"2125,6144;2125",1,1,0.0,33.38,33.38,33.38
MoE,MoeTokenPermute,MoeTokenPermute,"2145,1;2145",1,1,0.0,30.44,30.44,30.44
MoE,MoeTokenPermute,MoeTokenPermute,"2145,6144;2145",1,1,0.0,32.18,32.18,32.18
MoE,MoeTokenPermute,MoeTokenPermute,"2161,1;2161",1,1,0.0,27.78,27.78,27.78
MoE,MoeTokenPermute,MoeTokenPermute,"2161,6144;2161",1,1,0.0,36.26,36.26,36.26
MoE,MoeTokenPermute,MoeTokenPermute,"2182,1;2182",1,1,0.0,29.20,29.20,29.20
MoE,MoeTokenPermute,MoeTokenPermute,"2182,6144;2182",1,1,0.0,32.70,32.70,32.70
MoE,MoeTokenPermute,MoeTokenPermute,"2565,1;2565",1,1,0.0,33.04,33.04,33.04
MoE,MoeTokenPermute,MoeTokenPermute,"2565,6144;2565",1,1,0.0,33.94,33.94,33.94
MoE,MoeTokenPermute,MoeTokenPermute,"3524,1;3524",1,1,0.0,33.92,33.92,33.92
MoE,MoeTokenPermute,MoeTokenPermute,"3524,6144;3524",1,1,0.0,40.92,40.92,40.92
MoE,MoeTokenPermute,MoeTokenPermute,"3552,1;3552",1,1,0.0,37.70,37.70,37.70
MoE,MoeTokenPermute,MoeTokenPermute,"3552,6144;3552",1,1,0.0,43.24,43.24,43.24
MoE,MoeTokenPermute,MoeTokenPermute,"3553,1;3553",1,1,0.0,39.72,39.72,39.72
MoE,MoeTokenPermute,MoeTokenPermute,"3553,6144;3553",1,1,0.0,41.98,41.98,41.98
MoE,MoeTokenPermute,MoeTokenPermute,"3586,1;3586",1,1,0.0,37.48,37.48,37.48
MoE,MoeTokenPermute,MoeTokenPermute,"3586,6144;3586",1,1,0.0,43.34,43.34,43.34
MoE,MoeTokenPermute,MoeTokenPermute,"3607,1;3607",1,1,0.0,38.16,38.16,38.16
MoE,MoeTokenPermute,MoeTokenPermute,"3607,6144;3607",1,1,0.0,38.94,38.94,38.94
MoE,MoeTokenPermute,MoeTokenPermute,"3640,1;3640",1,1,0.0,32.66,32.66,32.66
MoE,MoeTokenPermute,MoeTokenPermute,"3640,6144;3640",1,1,0.0,38.70,38.70,38.70
MoE,MoeTokenPermute,MoeTokenPermute,"2069,1;2069",1,1,0.0,36.88,36.88,36.88
MoE,MoeTokenPermute,MoeTokenPermute,"2069,6144;2069",1,1,0.0,34.24,34.24,34.24
MoE,MoeTokenPermute,MoeTokenPermute,"2123,1;2123",1,1,0.0,32.44,32.44,32.44
MoE,MoeTokenPermute,MoeTokenPermute,"2123,6144;2123",1,1,0.0,33.94,33.94,33.94
MoE,MoeTokenPermute,MoeTokenPermute,"2142,1;2142",1,1,0.0,30.34,30.34,30.34
MoE,MoeTokenPermute,MoeTokenPermute,"2142,6144;2142",1,1,0.0,34.48,34.48,34.48
MoE,MoeTokenPermute,MoeTokenPermute,"2153,1;2153",1,1,0.0,32.46,32.46,32.46
MoE,MoeTokenPermute,MoeTokenPermute,"2153,6144;2153",1,1,0.0,34.24,34.24,34.24
MoE,MoeTokenPermute,MoeTokenPermute,"3255,1;3255",1,1,0.0,40.42,40.42,40.42
MoE,MoeTokenPermute,MoeTokenPermute,"3255,6144;3255",1,1,0.0,41.92,41.92,41.92
MoE,MoeTokenPermute,MoeTokenPermute,"3440,1;3440",1,1,0.0,40.46,40.46,40.46
MoE,MoeTokenPermute,MoeTokenPermute,"3440,6144;3440",1,1,0.0,42.94,42.94,42.94
MoE,MoeTokenUnpermute,MoeTokenUnpermute,"2048,6144;2048;256,8",6,72,1.9,22.72,26.76,23.38
MoE,MoeTokenUnpermute,MoeTokenUnpermute,"912,6144;912;114,8",2,4,0.1,18.06,18.85,18.84
MoE,MoeTokenUnpermute,MoeTokenUnpermute,"2135,6144;2135;",2,2,0.1,27.06,29.42,29.42
MoE,MoeTokenUnpermute,MoeTokenUnpermute,"2201,6144;2201;",1,2,0.1,26.46,26.74,26.60
MoE,MoeTokenUnpermute,MoeTokenUnpermute,"1584,6144;1584;",1,1,0.0,24.90,24.90,24.90
MoE,MoeTokenUnpermute,MoeTokenUnpermute,"1712,6144;1712;",1,1,0.0,27.68,27.68,27.68
MoE,MoeTokenUnpermute,MoeTokenUnpermute,"1876,6144;1876;",1,1,0.0,26.52,26.52,26.52
MoE,MoeTokenUnpermute,MoeTokenUnpermute,"1904,6144;1904;",1,1,0.0,27.50,27.50,27.50
MoE,MoeTokenUnpermute,MoeTokenUnpermute,"1910,6144;1910;",1,1,0.0,28.52,28.52,28.52
MoE,MoeTokenUnpermute,MoeTokenUnpermute,"2097,6144;2097;",1,1,0.0,28.40,28.40,28.40
MoE,MoeTokenUnpermute,MoeTokenUnpermute,"2136,6144;2136;",1,1,0.0,38.54,38.54,38.54
MoE,MoeTokenUnpermute,MoeTokenUnpermute,"2160,6144;2160;",1,1,0.0,27.64,27.64,27.64
MoE,MoeTokenUnpermute,MoeTokenUnpermute,"2174,6144;2174;",1,1,0.0,28.18,28.18,28.18
MoE,MoeTokenUnpermute,MoeTokenUnpermute,"2238,6144;2238;",1,1,0.0,30.54,30.54,30.54
MoE,MoeTokenUnpermute,MoeTokenUnpermute,"2256,6144;2256;",1,1,0.0,28.82,28.82,28.82
MoE,MoeTokenUnpermute,MoeTokenUnpermute,"2299,6144;2299;",1,1,0.0,30.42,30.42,30.42
MoE,MoeTokenUnpermute,MoeTokenUnpermute,"2508,6144;2508;",1,1,0.0,29.80,29.80,29.80
MoE,MoeTokenUnpermute,MoeTokenUnpermute,"2621,6144;2621;",1,1,0.0,31.16,31.16,31.16
MoE,MoeTokenUnpermute,MoeTokenUnpermute,"3126,6144;3126;",1,1,0.0,32.22,32.22,32.22
MoE,MoeTokenUnpermute,MoeTokenUnpermute,"3148,6144;3148;",1,1,0.0,32.68,32.68,32.68
MoE,MoeTokenUnpermute,MoeTokenUnpermute,"1714,6144;1714;",1,1,0.0,26.32,26.32,26.32
MoE,MoeTokenUnpermute,MoeTokenUnpermute,"1730,6144;1730;",1,1,0.0,23.54,23.54,23.54
MoE,MoeTokenUnpermute,MoeTokenUnpermute,"1764,6144;1764;",1,1,0.0,26.22,26.22,26.22
MoE,MoeTokenUnpermute,MoeTokenUnpermute,"1785,6144;1785;",1,1,0.0,24.46,24.46,24.46
MoE,MoeTokenUnpermute,MoeTokenUnpermute,"1806,6144;1806;",1,1,0.0,26.88,26.88,26.88
MoE,MoeTokenUnpermute,MoeTokenUnpermute,"1858,6144;1858;",1,1,0.0,25.62,25.62,25.62
MoE,MoeTokenUnpermute,MoeTokenUnpermute,"1860,6144;1860;",1,1,0.0,26.42,26.42,26.42
MoE,MoeTokenUnpermute,MoeTokenUnpermute,"1868,6144;1868;",1,1,0.0,35.26,35.26,35.26
MoE,MoeTokenUnpermute,MoeTokenUnpermute,"1905,6144;1905;",1,1,0.0,26.98,26.98,26.98
MoE,MoeTokenUnpermute,MoeTokenUnpermute,"2016,6144;2016;",1,1,0.0,26.24,26.24,26.24
MoE,MoeTokenUnpermute,MoeTokenUnpermute,"2117,6144;2117;",1,1,0.0,37.58,37.58,37.58
MoE,MoeTokenUnpermute,MoeTokenUnpermute,"2144,6144;2144;",1,1,0.0,27.64,27.64,27.64
MoE,MoeTokenUnpermute,MoeTokenUnpermute,"2200,6144;2200;",1,1,0.0,27.86,27.86,27.86
MoE,MoeTokenUnpermute,MoeTokenUnpermute,"2214,6144;2214;",1,1,0.0,33.64,33.64,33.64
MoE,MoeTokenUnpermute,MoeTokenUnpermute,"2230,6144;2230;",1,1,0.0,26.66,26.66,26.66
MoE,MoeTokenUnpermute,MoeTokenUnpermute,"2379,6144;2379;",1,1,0.0,27.76,27.76,27.76
MoE,MoeTokenUnpermute,MoeTokenUnpermute,"2461,6144;2461;",1,1,0.0,28.98,28.98,28.98
MoE,MoeTokenUnpermute,MoeTokenUnpermute,"2302,6144;2302;",1,1,0.0,27.50,27.50,27.50
MoE,MoeTokenUnpermute,MoeTokenUnpermute,"2312,6144;2312;",1,1,0.0,35.94,35.94,35.94
MoE,MoeTokenUnpermute,MoeTokenUnpermute,"2409,6144;2409;",1,1,0.0,26.84,26.84,26.84
MoE,MoeTokenUnpermute,MoeTokenUnpermute,"2468,6144;2468;",1,1,0.0,26.70,26.70,26.70
MoE,MoeTokenUnpermute,MoeTokenUnpermute,"1866,6144;1866;",1,1,0.0,24.42,24.42,24.42
MoE,MoeTokenUnpermute,MoeTokenUnpermute,"1888,6144;1888;",1,1,0.0,23.84,23.84,23.84
MoE,MoeTokenUnpermute,MoeTokenUnpermute,"2006,6144;2006;",1,1,0.0,25.48,25.48,25.48
MoE,MoeTokenUnpermute,MoeTokenUnpermute,"2020,6144;2020;",1,1,0.0,23.32,23.32,23.32
MoE,MoeTokenUnpermute,MoeTokenUnpermute,"2074,6144;2074;",1,1,0.0,23.78,23.78,23.78
MoE,MoeTokenUnpermute,MoeTokenUnpermute,"2084,6144;2084;",1,1,0.0,31.62,31.62,31.62
MoE,MoeTokenUnpermute,MoeTokenUnpermute,"2124,6144;2124;",1,1,0.0,35.62,35.62,35.62
MoE,MoeTokenUnpermute,MoeTokenUnpermute,"2215,6144;2215;",1,1,0.0,26.12,26.12,26.12
MoE,MoeTokenUnpermute,MoeTokenUnpermute,"2272,6144;2272;",1,1,0.0,25.38,25.38,25.38
MoE,MoeTokenUnpermute,MoeTokenUnpermute,"2412,6144;2412;",1,1,0.0,26.48,26.48,26.48
MoE,MoeTokenUnpermute,MoeTokenUnpermute,"3192,6144;3192;",1,1,0.0,30.58,30.58,30.58
MoE,MoeTokenUnpermute,MoeTokenUnpermute,"3247,6144;3247;",1,1,0.0,31.26,31.26,31.26
MoE,MoeTokenUnpermute,MoeTokenUnpermute,"704,6144;704;",1,1,0.0,18.84,18.84,18.84
MoE,MoeTokenUnpermute,MoeTokenUnpermute,"757,6144;757;",1,1,0.0,20.48,20.48,20.48
MoE,MoeTokenUnpermute,MoeTokenUnpermute,"1977,6144;1977;",1,1,0.0,24.26,24.26,24.26
MoE,MoeTokenUnpermute,MoeTokenUnpermute,"2022,6144;2022;",1,1,0.0,33.86,33.86,33.86
MoE,MoeTokenUnpermute,MoeTokenUnpermute,"2091,6144;2091;",1,1,0.0,25.12,25.12,25.12
MoE,MoeTokenUnpermute,MoeTokenUnpermute,"2095,6144;2095;",1,1,0.0,25.78,25.78,25.78
MoE,MoeTokenUnpermute,MoeTokenUnpermute,"2125,6144;2125;",1,1,0.0,25.78,25.78,25.78
MoE,MoeTokenUnpermute,MoeTokenUnpermute,"2145,6144;2145;",1,1,0.0,26.30,26.30,26.30
MoE,MoeTokenUnpermute,MoeTokenUnpermute,"2161,6144;2161;",1,1,0.0,24.64,24.64,24.64
MoE,MoeTokenUnpermute,MoeTokenUnpermute,"2182,6144;2182;",1,1,0.0,25.28,25.28,25.28
MoE,MoeTokenUnpermute,MoeTokenUnpermute,"2565,6144;2565;",1,1,0.0,27.34,27.34,27.34
MoE,MoeTokenUnpermute,MoeTokenUnpermute,"3524,6144;3524;",1,1,0.1,51.76,51.76,51.76
MoE,MoeTokenUnpermute,MoeTokenUnpermute,"3552,6144;3552;",1,1,0.0,32.04,32.04,32.04
MoE,MoeTokenUnpermute,MoeTokenUnpermute,"3553,6144;3553;",1,1,0.0,31.68,31.68,31.68
MoE,MoeTokenUnpermute,MoeTokenUnpermute,"3586,6144;3586;",1,1,0.0,33.80,33.80,33.80
MoE,MoeTokenUnpermute,MoeTokenUnpermute,"3607,6144;3607;",1,1,0.0,32.36,32.36,32.36
MoE,MoeTokenUnpermute,MoeTokenUnpermute,"3640,6144;3640;",1,1,0.0,33.76,33.76,33.76
MoE,MoeTokenUnpermute,MoeTokenUnpermute,"2069,6144;2069;",1,1,0.0,27.36,27.36,27.36
MoE,MoeTokenUnpermute,MoeTokenUnpermute,"2123,6144;2123;",1,1,0.0,27.22,27.22,27.22
MoE,MoeTokenUnpermute,MoeTokenUnpermute,"2142,6144;2142;",1,1,0.0,30.64,30.64,30.64
MoE,MoeTokenUnpermute,MoeTokenUnpermute,"2153,6144;2153;",1,1,0.0,30.40,30.40,30.40
MoE,MoeTokenUnpermute,MoeTokenUnpermute,"3255,6144;3255;",1,1,0.0,34.92,34.92,34.92
MoE,MoeTokenUnpermute,MoeTokenUnpermute,"3440,6144;3440;",1,1,0.0,34.50,34.50,34.50
MoE,expert_combine,MoeDistributeCombineV2,"6656,6144;1,8;851968;256;1,8;1;;;;;6656;;;;;;;",3,218,20.2,26.76,92.78,50.05
MoE,expert_combine,MoeDistributeCombineV2,"6656,6144;3,8;851968;256;3,8;1;;;;;6656;;;;;;;",2,96,8.3,29.32,86.84,42.12
MoE,expert_combine,MoeDistributeCombineV2,"6656,6144;2,8;851968;256;2,8;1;;;;;6656;;;;;;;",2,92,8.2,28.12,88.88,50.03
MoE,expert_combine,MoeDistributeCombineV2,"6656,6144;6,8;851968;256;6,8;1;;;;;6656;;;;;;;",1,42,3.1,31.34,74.86,51.42
MoE,expert_combine,MoeDistributeCombineV2,"6656,6144;4,8;851968;256;4,8;1;;;;;6656;;;;;;;",1,4,0.3,73.70,80.84,76.91
MoE,expert_combine,MoeDistributeCombineV2,"6656,6144;5,8;851968;256;5,8;1;;;;;6656;;;;;;;",1,4,0.3,44.70,70.52,56.34
MoE,expert_dispatch,MoeDistributeDispatchV2,"1,6144;1,8;;;;;",3,218,42.6,45.28,195.33,63.81
MoE,expert_dispatch,MoeDistributeDispatchV2,"3,6144;3,8;;;;;",2,96,52.8,47.88,550.16,56.69
MoE,expert_dispatch,MoeDistributeDispatchV2,"2,6144;2,8;;;;;",2,92,61.9,51.82,673.16,132.86
MoE,expert_dispatch,MoeDistributeDispatchV2,"6,6144;6,8;;;;;",1,42,55.9,47.44,1331.41,53.52
MoE,expert_dispatch,MoeDistributeDispatchV2,"4,6144;4,8;;;;;",1,4,6.1,54.30,1514.51,779.70
MoE,expert_dispatch,MoeDistributeDispatchV2,"5,6144;5,8;;;;;",1,4,5.8,57.38,1446.44,750.94
MoE,expert_dispatch_combine,DispatchFFNCombine,"1,6144;8,6144,4096;8,2048,6144;1,8;32768;49152;1,8",3,8175,50250.4,203.84,6146.83,265.75
MoE,expert_dispatch_combine,DispatchFFNCombine,"3,6144;8,6144,4096;8,2048,6144;3,8;32768;49152;3,8",2,3600,1113.8,254.01,309.39,278.11
MoE,expert_dispatch_combine,DispatchFFNCombine,"2,6144;8,6144,4096;8,2048,6144;2,8;32768;49152;2,8",2,3450,1127.8,267.37,326.89,286.18
MoE,expert_dispatch_combine,DispatchFFNCombine,"256,6144;8,6144,4096;8,2048,6144;256,8;32768;49152;256,8",6,2700,7830.9,1151.12,2900.34,1696.86
MoE,expert_dispatch_combine,DispatchFFNCombine,"7,6144;8,6144,4096;8,2048,6144;7,8;32768;49152;7,8",1,1425,418.2,254.27,293.44,274.39
MoE,expert_dispatch_combine,DispatchFFNCombine,"6,6144;8,6144,4096;8,2048,6144;6,8;32768;49152;6,8",1,300,89.7,262.83,299.00,281.61
MoE,expert_dispatch_combine,DispatchFFNCombine,"114,6144;8,6144,4096;8,2048,6144;114,8;32768;49152;114,8",2,150,424.6,1071.16,2830.65,2020.88
MoE,expert_dispatch_combine,DispatchFFNCombine,"4,6144;8,6144,4096;8,2048,6144;4,8;32768;49152;4,8",1,150,44.5,259.39,296.40,278.08
MoE,gating_topk,MoeGatingTopK,"1,256;256",3,8394,33.9,3.38,4.04,3.66
MoE,gating_topk,MoeGatingTopK,"3,256;256",2,3696,18.6,4.12,5.04,4.44
MoE,gating_topk,MoeGatingTopK,"2,256;256",2,3542,16.4,3.76,4.63,4.05
MoE,gating_topk,MoeGatingTopK,"256,256;256",6,2772,67.0,19.66,24.17,22.71
MoE,gating_topk,MoeGatingTopK,"7,256;256",1,1425,10.3,5.78,7.24,6.50
MoE,gating_topk,MoeGatingTopK,"6,256;256",1,342,2.2,5.38,6.38,5.78
MoE,gating_topk,MoeGatingTopK,"114,256;256",2,154,3.2,17.28,20.94,19.19
MoE,gating_topk,MoeGatingTopK,"4,256;256",1,154,0.9,4.64,5.79,5.22
MoE,gating_topk,MoeGatingTopK,"5,256;256",1,4,0.0,5.88,6.11,6.02
Other,AddRmsNormDynamicQuant,AddRmsNormDynamicQuant,"3,6144;3,6144;6144;6144",3,218,1.2,5.06,5.43,5.28
Other,AddRmsNormDynamicQuant,AddRmsNormDynamicQuant,"9,6144;9,6144;6144;6144",2,94,0.7,6.76,7.45,6.92
Other,AddRmsNormDynamicQuant,AddRmsNormDynamicQuant,"6,6144;6,6144;6144;6144",2,92,0.6,5.82,6.40,5.95
Other,AddRmsNormDynamicQuant,AddRmsNormDynamicQuant,"27,6144;27,6144;6144;6144",1,38,0.5,12.04,12.90,12.41
Other,AddRmsNormDynamicQuant,AddRmsNormDynamicQuant,"21,6144;21,6144;6144;6144",1,8,0.1,10.28,10.71,10.49
Other,AddRmsNormDynamicQuant,AddRmsNormDynamicQuant,"15,6144;15,6144;6144;6144",1,4,0.0,8.24,8.50,8.36
Other,AddRmsNormDynamicQuant,AddRmsNormDynamicQuant,"12,6144;12,6144;6144;6144",1,2,0.0,7.80,7.84,7.82
Other,AddRmsNormDynamicQuantAiCore,AddRmsNormDynamicQuantAiCore,"3,6144;3,6144;6144;6144",3,109,0.7,5.94,6.44,6.23
Other,AddRmsNormDynamicQuantAiCore,AddRmsNormDynamicQuantAiCore,"9,6144;9,6144;6144;6144",2,47,0.4,7.18,7.66,7.33
Other,AddRmsNormDynamicQuantAiCore,AddRmsNormDynamicQuantAiCore,"6,6144;6,6144;6144;6144",2,46,0.3,6.72,7.24,6.86
Other,AddRmsNormDynamicQuantAiCore,AddRmsNormDynamicQuantAiCore,"27,6144;27,6144;6144;6144",1,19,0.2,11.56,12.14,11.85
Other,AddRmsNormDynamicQuantAiCore,AddRmsNormDynamicQuantAiCore,"21,6144;21,6144;6144;6144",1,4,0.0,10.14,10.46,10.29
Other,AddRmsNormDynamicQuantAiCore,AddRmsNormDynamicQuantAiCore,"15,6144;15,6144;6144;6144",1,2,0.0,8.32,8.66,8.49
Other,AddRmsNormDynamicQuantAiCore,AddRmsNormDynamicQuantAiCore,"12,6144;12,6144;6144;6144",1,1,0.0,8.00,8.00,8.00
Other,ApplyTopKTopPCustom,ApplyTopKTopPCustom,"2,154880;2,154880;2;",4,155,42.2,260.82,272.04,266.34
Other,ApplyTopKTopPCustom,ApplyTopKTopPCustom,"1,154880;1,154880;1;",7,131,43.6,258.04,332.97,262.64
Other,ApplyTopKTopPCustom,ApplyTopKTopPCustom,"6,154880;6,154880;6;",3,50,23.6,288.25,472.27,293.31
Other,ApplyTopKTopPCustom,ApplyTopKTopPCustom,"4,154880;4,154880;4;",3,48,16.1,279.63,335.78,291.25
Other,ApplyTopKTopPCustom,ApplyTopKTopPCustom,"3,154880;3,154880;3;",2,47,16.5,276.27,351.88,279.22
Other,ApplyTopKTopPCustom,ApplyTopKTopPCustom,"8,154880;8,154880;8;",1,20,5.9,278.45,293.17,281.81
Other,ApplyTopKTopPCustom,ApplyTopKTopPCustom,"16,154880;16,154880;16;",1,19,5.7,290.33,301.59,296.72
Other,ApplyTopKTopPCustom,ApplyTopKTopPCustom,"5,154880;5,154880;5;",3,5,10.6,288.59,2123.94,3345.03
Other,ApplyTopKTopPCustom,ApplyTopKTopPCustom,"10,154880;10,154880;10;",1,2,0.7,292.11,332.12,312.12
Other,ApplyTopKTopPCustom,ApplyTopKTopPCustom,"12,154880;12,154880;12;",1,2,0.6,297.83,298.80,298.31
Other,ApplyTopKTopPCustom,ApplyTopKTopPCustom,"14,154880;14,154880;14;",1,2,3.0,297.13,1475.46,886.30
Other,ApplyTopKTopPCustom,ApplyTopKTopPCustom,"7,154880;7,154880;7;",1,2,0.6,281.07,288.91,284.99
Other,ArgMaxV2,ArgMaxV2,"1,154880;",7,393,7.8,18.96,19.75,19.50
Other,ArgMaxV2,ArgMaxV2,"3,154880;",2,141,7.7,53.96,54.73,54.58
Other,ArgMaxV2,ArgMaxV2,"2,154880;",2,138,5.1,36.68,37.28,37.00
Other,ArgMaxV2,ArgMaxV2,"8,154880;",1,57,8.1,140.63,142.28,141.51
Other,ArgMaxV2,ArgMaxV2,"1365,154880;",4,20,14.5,721.56,726.73,726.89
Other,ArgMaxV2,ArgMaxV2,"5,154880;",3,15,1.3,88.30,89.42,88.90
Other,ArgMaxV2,ArgMaxV2,"6,154880;",2,9,1.0,106.56,107.25,106.75
Other,ArgMaxV2,ArgMaxV2,"4,154880;",2,6,0.4,71.24,72.07,71.82
Other,ArgMaxV2,ArgMaxV2,"7,154880;",1,6,0.7,123.10,124.56,123.73
Other,ArgMaxV2,ArgMaxV2,"608,154880;",1,2,0.7,344.43,345.12,344.77
Other,AsStrided,AsStrided,4194304;3;3;1,6,2080,34.6,14.68,16.65,15.87
Other,AsStrided,AsStrided,1867776;3;3;1,1,80,0.9,10.06,11.12,10.59
Other,AscendQuantV2Aicore,AscendQuantV2Aicore,"3,2048;2048;2048",3,109,1.2,10.68,11.40,10.96
Other,AscendQuantV2Aicore,AscendQuantV2Aicore,"3,4096;4096;4096",3,109,1.3,10.44,12.35,11.40
Other,AscendQuantV2Aicore,AscendQuantV2Aicore,"9,2048;2048;2048",2,47,0.6,10.70,11.74,11.13
Other,AscendQuantV2Aicore,AscendQuantV2Aicore,"9,4096;4096;4096",2,47,0.5,9.70,9.94,9.84
Other,AscendQuantV2Aicore,AscendQuantV2Aicore,"6,2048;2048;2048",2,46,0.9,11.74,18.79,14.86
Other,AscendQuantV2Aicore,AscendQuantV2Aicore,"6,4096;4096;4096",2,46,0.5,10.40,10.98,10.55
Other,AscendQuantV2Aicore,AscendQuantV2Aicore,"27,2048;2048;2048",1,19,0.3,17.64,17.87,17.75
Other,AscendQuantV2Aicore,AscendQuantV2Aicore,"27,4096;4096;4096",1,19,0.2,9.30,9.81,9.58
